Tamanho do dicionário: 18335
Quantidade de comparações: 65032513
Tempo para montar a tabela: 1283 milissegundos

Dicionário de palavras:
"delude" - 1
"deluded" - 2
"deluge" - 5
"delusion" - 1
"delusions" - 3
"demand" - 11
"demanded" - 5
"demandest" - 3
"demandeth" - 1
"demanding" - 2
"demerits" - 1
"demolished" - 6
"demons" - 4
"demonstrated" - 2
"demonstrates" - 1
"demonstration" - 1
"den" - 36
"denial" - 3
"denials" - 1
"denied" - 22
"deniest" - 1
"denieth" - 3
"denominations" - 1
"denote" - 2
"denotes" - 1
"denoting" - 2
"denounce" - 3
"denounced" - 3
"denounces" - 5
"denounceth" - 2
"denouncing" - 2
"dens" - 11
"denunciations" - 1
"deny" - 36
"denying" - 11
"deorum" - 1
"depart" - 136
"departed" - 176
"departeth" - 6
"departing" - 50
"departs" - 1
"departure" - 5
"depend" - 3
"dependencies" - 1
"dependeth" - 2
"depending" - 1
"depends" - 1
"deplorable" - 1
"depose" - 1
"deposed" - 5
"deposeth" - 1
"deposited" - 5
"depraved" - 2
"deprivation" - 1
"deprive" - 2
"deprived" - 14
"depriving" - 2
"depth" - 22
"depths" - 19
"deputed" - 2
"deputies" - 3
"deputy" - 1
"deride" - 1
"derided" - 3
"derideth" - 1
"deriding" - 1
"derision" - 11
"derivative" - 3
"derive" - 1
"derived" - 4
"derogated" - 1
"descend" - 10
"descendant" - 2
"descendants" - 5
"descended" - 10
"descendeth" - 1
"descending" - 9
"descent" - 9
"described" - 11
"describes" - 12
"describing" - 4
"description" - 11
"descriptions" - 2
"desert" - 242
"deserts" - 11
"deserve" - 11
"deserved" - 12
"deservedly" - 1
"deserves" - 3
"deserveth" - 5
"desiderat" - 1
"design" - 24
"designed" - 18
"designeth" - 1
"designing" - 1
"designs" - 13
"desirable" - 8
"desire" - 144
"desired" - 89
"desiredst" - 1
"desires" - 31
"desirest" - 2
"desireth" - 23
"desiring" - 24
"desirous" - 24
"desolate" - 110
"desolation" - 64
"desolations" - 4
"despair" - 6
"despaired" - 2
"despairing" - 2
"desperate" - 2
"despicable" - 1
"despise" - 55
"despised" - 86
"despisers" - 1
"despises" - 1
"despisest" - 2
"despiseth" - 21
"despising" - 8
"despoiling" - 3
"destitute" - 6
"destress" - 1
"destroy" - 369
"destroyed" - 345
"destroyedst" - 1
"destroyer" - 10
"destroyers" - 2
"destroyest" - 5
"destroyeth" - 12
"destroying" - 19
"destruction" - 182
"destructions" - 1
"destructive" - 1
"detach" - 1
"detached" - 2
"detachments" - 1
"detain" - 1
"detained" - 5
"detected" - 1
"detecteth" - 1
"detects" - 1
"determinate" - 2
"determination" - 3
"determine" - 7
"determined" - 34
"determineth" - 3
"determining" - 1
"detest" - 7
"detestable" - 6
"detestation" - 3
"detested" - 1
"detesteth" - 2
"detract" - 4
"detracted" - 5
"detracteth" - 3
"detracting" - 1
"detraction" - 4
"detractions" - 2
"detractor" - 2
"detractors" - 1
"devastation" - 4
"devastations" - 1
"device" - 6
"devices" - 36
"devil" - 103
"devilish" - 1
"devils" - 62
"devise" - 14
"devised" - 18
"deviseth" - 4
"devising" - 2
"devote" - 2
"devoted" - 4
"devotion" - 4
"devour" - 87
"devoured" - 61
"devourer" - 2
"devourers" - 1
"devoureth" - 7
"devouring" - 12
"devours" - 1
"devout" - 10
"dew" - 42
"dews" - 1
"diadem" - 9
"diadems" - 3
"dial" - 2
"diamond" - 1
"dictate" - 1
"diction" - 1
"did" - 898
"didrachma" - 3
"didrachmas" - 4
"didst" - 203
"die" - 387
"died" - 207
"dies" - 6
"diet" - 2
"dieth" - 33
"difference" - 19
"differences" - 2
"different" - 48
"differeth" - 3
"difficult" - 5
"difficulties" - 3
"difficulty" - 7
"diffidence" - 1
"dig" - 12
"digest" - 1
"digested" - 2
"digged" - 19
"diggeth" - 6
"dignities" - 3
"dignity" - 26
"dilecta" - 1
"diligence" - 17
"diligent" - 13
"diligently" - 57
"dim" - 11
"dimensions" - 7
"diminish" - 6
"diminished" - 15
"diminishing" - 2
"diminution" - 1
"dine" - 4
"dined" - 1
"dining" - 3
"dinner" - 12
"dints" - 1
"dip" - 10
"dipped" - 8
"dippeth" - 2
"dipping" - 3
"dipsa" - 1
"dipsas" - 1
"dipt" - 1
"direct" - 29
"directed" - 20
"directest" - 1
"directing" - 2
"direction" - 3
"directions" - 2
"directly" - 3
"director" - 1
"directs" - 2
"dirt" - 8
"dirty" - 2
"disabled" - 2
"disagree" - 1
"disagreeable" - 2
"disallow" - 1
"disallowed" - 1
"disallows" - 1
"disannul" - 3
"disannulled" - 1
"disappear" - 2
"disappoint" - 2
"disappointeth" - 1
"disappointing" - 1
"disbelieved" - 1
"discern" - 9
"discerned" - 1
"discerner" - 1
"discerneth" - 2
"discerning" - 5
"discharge" - 4
"discharged" - 3
"discharging" - 2
"disciple" - 39
"disciples" - 257
"discipline" - 47
"disclaim" - 1
"disclaimer" - 2
"disclaimers" - 1
"disclose" - 6
"disclosed" - 1
"discloseth" - 1
"disclosing" - 3
"discomfited" - 9
"disconsolate" - 1
"discontinue" - 1
"discord" - 2
"discords" - 1
"discourage" - 3
"discouraged" - 8
"discouraging" - 1
"discourse" - 22
"discoursed" - 4
"discourses" - 2
"discover" - 20
"discovered" - 30
"discovereth" - 4
"discredited" - 1
"discreet" - 3
"discretion" - 4
"discus" - 1
"discuss" - 2
"discussing" - 1
"disdain" - 1
"disease" - 9
"diseased" - 4
"diseases" - 13
"disfigure" - 1
"disfigured" - 3
"disgrace" - 23
"disgraced" - 5
"disgraceful" - 1
"disgracefully" - 2
"disgraceth" - 2
"disguised" - 2
"dish" - 23
"dishes" - 3
"dishonest" - 1
"dishonestly" - 1
"dishonesty" - 2
"dishonor" - 2
"dishonour" - 14
"dishonourable" - 1
"dishonoured" - 6
"dishonourest" - 1
"dishonoureth" - 2
"disjointed" - 1
"disk" - 1
"disloyal" - 1
"disloyalties" - 3
"disloyalty" - 2
"dismal" - 1
"dismayed" - 22
"dismiss" - 2
"dismissed" - 10
"disobedience" - 10
"disobedient" - 8
"disorder" - 1
"disorderly" - 6
"dispatched" - 1
"dispensation" - 11
"dispense" - 1
"dispensers" - 2
"dispensing" - 1
"disperse" - 7
"dispersed" - 24
"dispersion" - 1
"display" - 2
"displayed" - 3
"displaying" - 4
"displease" - 8
"displeased" - 10
"displeaseth" - 1
"displeasing" - 5
"disposal" - 1
"dispose" - 2
"disposed" - 7
"disposest" - 1
"disposeth" - 2
"disposition" - 15
"dispositions" - 7
"disposuit" - 1
"dispute" - 1
"disputed" - 5
"disputer" - 1
"disputes" - 1
"disputing" - 9
"disquiet" - 4
"disquieted" - 4
"disquieting" - 1
"disregarded" - 1
"dissemble" - 3
"dissembled" - 2
"dissembler" - 1
"dissembleth" - 1
"dissembling" - 2
"dissension" - 8
"dissensions" - 4
"dissimulation" - 7
"dissimulations" - 1
"dissipated" - 2
"dissolute" - 2
"dissolution" - 3
"dissolved" - 6
"dissolveth" - 2
"dissolving" - 1
"dissuaded" - 1
"distaff" - 1
"distance" - 10
"distil" - 1
"distilling" - 1
"distinct" - 3
"distinction" - 8
"distinctly" - 1
"distinguish" - 7
"distinguished" - 10
"distinguishes" - 1
"distinguisheth" - 2
"distinguishing" - 1
"distintion" - 1
"distraction" - 1
"distress" - 61
"distressed" - 7
"distresses" - 11
"distribute" - 18
"distributed" - 25
"distributing" - 7
"distribution" - 11
"distributions" - 1
"distrust" - 1
"distrustful" - 1
"distrusting" - 2
"disturb" - 1
"disturbance" - 6
"disturbed" - 10
"disturbest" - 1
"disturbing" - 1
"disuse" - 1
"ditch" - 3
"ditches" - 3
"divers" - 90
"diverse" - 4
"diversely" - 1
"diversified" - 2
"diversion" - 1
"diversities" - 4
"diversity" - 4
"diverted" - 1
"divide" - 72
"divided" - 122
"divider" - 2
"divideth" - 10
"dividing" - 8
"divination" - 9
"divinations" - 6
"divine" - 79
"divined" - 1
"diviner" - 2
"diviners" - 17
"divines" - 3
"diving" - 1
"divining" - 8
"divinity" - 13
"division" - 10
"divisions" - 16
"divorce" - 7
"divorced" - 5
"divulgeth" - 1
"dixi" - 1
"do" - 1472
"doctor" - 6
"doctors" - 12
"doctrine" - 102
"doctrines" - 8
"documents" - 2
"doe" - 2
"doer" - 4
"doers" - 4
"does" - 29
"doest" - 1
"doeth" - 2
"dog" - 19
"dogs" - 26
"doing" - 89
"doings" - 35
"dom" - 1
"domain" - 2
"domestics" - 2
"dominations" - 1
"dominion" - 53
"dominions" - 11
"donaries" - 3
"donate" - 5
"donation" - 1
"donations" - 12
"done" - 774
"donors" - 1
"door" - 159
"doorkeeper" - 1
"doorkeepers" - 6
"doors" - 95
"dost" - 141
"doted" - 4
"doth" - 243
"doting" - 1
"double" - 64
"doubled" - 2
"doubt" - 14
"doubted" - 3
"doubtful" - 3
"doubting" - 5
"doubtless" - 2
"dough" - 4
"dove" - 29
"doves" - 13
"down" - 1208
"downfall" - 6
"downloading" - 1
"downward" - 7
"dowry" - 6
"doxology" - 1
"drachms" - 1
"drag" - 2
"dragged" - 2
"dragging" - 3
"dragon" - 28
"dragons" - 19
"drams" - 3
"drank" - 35
"draught" - 3
"draw" - 80
"drawest" - 1
"draweth" - 6
"drawing" - 15
"drawn" - 53
"draws" - 2
"drays" - 1
"dread" - 33
"dreadful" - 17
"dream" - 76
"dreamed" - 17
"dreamer" - 2
"dreamers" - 2
"dreameth" - 2
"dreams" - 40
"dreamt" - 1
"dregs" - 6
"dress" - 21
"dressed" - 10
"dresser" - 1
"dressers" - 4
"dressing" - 3
"drew" - 79
"drewest" - 1
"dried" - 41
"driest" - 1
"drieth" - 2
"drift" - 1
"drink" - 310
"drink-offerings" - 1
"drinker" - 2
"drinkers" - 1
"drinketh" - 15
"drinking" - 33
"drinks" - 1
"drive" - 24
"driven" - 31
"driver" - 3
"drivers" - 1
"drives" - 3
"driveth" - 11
"driving" - 5
"dromedaries" - 1
"drop" - 16
"dropped" - 6
"dropping" - 7
"drops" - 7
"dropsical" - 1
"dropsy" - 1
"dross" - 7
"drought" - 11
"droughts" - 1
"drove" - 24
"droves" - 3
"drown" - 3
"drowned" - 5
"drowsiness" - 1
"drunk" - 76
"drunkard" - 3
"drunkards" - 4
"drunken" - 12
"drunkenness" - 19
"dry" - 74
"drying" - 5
"dryness" - 2
"due" - 50
"dues" - 1
"dug" - 17
"duke" - 35
"dukes" - 12
"dull" - 3
"dulness" - 1
"duly" - 7
"dumb" - 37
"dung" - 35
"dungeon" - 10
"dunghill" - 8
"duration" - 2
"during" - 13
"durst" - 19
"dust" - 96
"duties" - 7
"duty" - 14
"dwell" - 360
"dwelled" - 1
"dwellest" - 25
"dwelleth" - 53
"dwelling" - 73
"dwellings" - 32
"dwells" - 3
"dwelt" - 273
"dyed" - 29
"dyeing" - 1
"dying" - 32
"e" - 7
"e-mail" - 1
"e-text" - 1
"eBook" - 9
"eBooks" - 7
"each" - 76
"eager" - 2
"eagerly" - 2
"eagerness" - 1
"eagle" - 27
"eagles" - 12
"ear" - 140
"earlets" - 5
"earliest" - 1
"early" - 69
"earned" - 1
"earnest" - 9
"earnestly" - 17
"earnestness" - 1
"earring" - 2
"earrings" - 10
"ears" - 137
"earth" - 1199
"earthborn" - 1
"earthen" - 16
"earthern" - 1
"earthly" - 21
"earthquake" - 19
"earthquakes" - 4
"ease" - 10
"eased" - 2
"easier" - 11
"easily" - 24
"easing" - 1
"east" - 165
"eastern" - 5
"eastward" - 13
"easy" - 17
"eat" - 627
"eaten" - 102
"eater" - 3
"eaters" - 1
"eatest" - 2
"eateth" - 43
"eating" - 44
"eats" - 1
"ebony" - 1
"ebook" - 2
"ebria" - 1
"ecclesiastical" - 2
"echo" - 1
"eclipsed" - 1
"ecstasy" - 4
"edge" - 39
"edged" - 1
"edges" - 1
"edict" - 17
"edicts" - 2
"edification" - 11
"edified" - 2
"edifieth" - 3
"edify" - 3
"edifying" - 3
"edition" - 3
"editions" - 5
"education" - 2
"educational" - 1
"efface" - 1
"effaced" - 2
"effect" - 25
"effected" - 2
"effects" - 5
"effectual" - 3
"effectually" - 1
"effeminate" - 10
"efficacious" - 1
"efficacy" - 8
"efficient" - 4
"effort" - 3
"efforts" - 11
"egg" - 2
"eggs" - 7
"eight" - 80
"eight-thousand" - 1
"eighteen" - 23
"eighteenth" - 13
"eighth" - 44
"eightieth" - 1
"eighty" - 13
"eighty-eight" - 3
"eighty-five" - 7
"eighty-four" - 1
"eighty-seven" - 2
"eighty-six" - 1
"eighty-three" - 1
"eighty-two" - 2
"either" - 91
"ejus" - 2
"elbow" - 2
"elder" - 29
"elders" - 17
"eldest" - 17
"elect" - 41
"elected" - 1
"election" - 15
"electronic" - 28
"electronically" - 2
"elegant" - 1
"elements" - 11
"elephant" - 3
"elephants" - 11
"elevate" - 4
"elevated" - 11
"elevating" - 4
"eleven" - 23
"eleventh" - 24
"elm" - 1
"eloquence" - 4
"eloquent" - 6
"else" - 48
"elsewhere" - 4
"em" - 1
"emaciated" - 1
"email" - 1
"embalm" - 1
"embalmed" - 2
"embassage" - 4
"embassy" - 3
"embellished" - 1
"embers" - 1
"emblem" - 4
"emboldened" - 2
"embrace" - 9
"embraced" - 7
"embraces" - 2
"embraceth" - 1
"embracing" - 7
"embroidered" - 11
"embroiderer" - 2
"embroidering" - 1
"embroidery" - 6
"emerald" - 7
"emeralds" - 1
"emerods" - 7
"eminence" - 1
"eminent" - 6
"emissary" - 3
"emmanation" - 1
"emperor" - 4
"emperors" - 1
"empire" - 37
"empires" - 5
"employed" - 10
"employee" - 1
"employees" - 1
"employing" - 3
"employment" - 1
"employments" - 2
"empowered" - 1
"emptied" - 3
"empty" - 42
"emulation" - 5
"emulations" - 1
"emulous" - 2
"en" - 1
"enable" - 1
"enabled" - 1
"enacted" - 1
"enarrant" - 1
"encamp" - 5
"encamped" - 17
"encamping" - 1
"enchanter" - 1
"enchanters" - 4
"enchantments" - 7
"enclosed" - 9
"enclosure" - 1
"encompass" - 6
"encompassed" - 12
"encompasseth" - 1
"encountered" - 1
"encourage" - 4
"encouraged" - 11
"encouragement" - 1
"encourages" - 3
"encourageth" - 3
"encouraging" - 3
"encroaching" - 1
"end" - 409
"endanger" - 2
"endeavour" - 13
"endeavoured" - 5
"endeavourest" - 1
"endeavoureth" - 2
"endeavouring" - 3
"endeavours" - 3
"ended" - 48
"endeth" - 1
"ending" - 2
"endless" - 2
"endow" - 1
"endowed" - 3
"endowments" - 1
"ends" - 73
"endued" - 6
"endure" - 26
"endured" - 16
"endurest" - 1
"endureth" - 54
"enduring" - 4
"enemies" - 506
"enemy" - 149
"energy" - 1
"engage" - 1
"engaged" - 4
"engagement" - 1
"engendering" - 1
"engine" - 1
"engines" - 21
"engrave" - 1
"engraved" - 5
"engraven" - 2
"engraver" - 2
"engravers" - 2
"engraving" - 5
"engravings" - 2
"enhanceth" - 1
"enjoined" - 3
"enjoy" - 19
"enjoyed" - 3
"enjoying" - 1
"enjoyments" - 1
"enkindle" - 1
"enkindled" - 12
"enlarge" - 8
"enlarged" - 16
"enlargeth" - 1
"enlarging" - 1
"enlighten" - 14
"enlightened" - 11
"enlightener" - 1
"enlightenest" - 1
"enlighteneth" - 4
"enlightening" - 3
"enliven" - 1
"enlivened" - 2
"enmities" - 7
"enmity" - 5
"enormity" - 1
"enormous" - 5
"enough" - 50
"enquire" - 1
"enquired" - 1
"enquiring" - 1
"enraged" - 6
"enrich" - 5
"enriched" - 17
"enriching" - 2
"enrolled" - 9
"enrolling" - 2
"ensign" - 2
"ensigns" - 5
"enslaved" - 2
"ensnared" - 1
"ensnaring" - 1
"ensue" - 3
"ensueth" - 1
"ensuring" - 1
"entangle" - 2
"entangled" - 5
"entangleth" - 1
"enter" - 186
"entered" - 124
"entereth" - 15
"entering" - 39
"enterprise" - 2
"enterprises" - 6
"enters" - 1
"entertain" - 1
"entertained" - 8
"entertaineth" - 2
"entertaining" - 2
"entertainment" - 1
"entertains" - 1
"entice" - 1
"enticed" - 1
"enticeth" - 1
"enticing" - 2
"entire" - 6
"entirely" - 5
"entitle" - 1
"entitles" - 1
"entity" - 3
"entrails" - 16
"entrance" - 35
"entrances" - 1
"entrap" - 1
"entreat" - 19
"entreated" - 10
"entreating" - 4
"entreaty" - 3
"entry" - 47
"enumerates" - 1
"envied" - 4
"envies" - 2
"envieth" - 3
"envious" - 7
"environed" - 2
"envy" - 37
"envying" - 6
"envyings" - 1
"ephi" - 26
"ephod" - 47
"epistle" - 30
"epistles" - 8
"epithets" - 1
"epoch" - 1
"equal" - 48
"equality" - 2
"equally" - 18
"equals" - 2
"equipage" - 2
"equipment" - 3
"equitable" - 2
"equity" - 18
"erase" - 1
"ere" - 1
"erect" - 1
"erected" - 9
"erecting" - 1
"ericius" - 3
"err" - 28
"erred" - 11
"erreth" - 1
"erring" - 3
"erroneous" - 3
"error" - 40
"errors" - 9
"escape" - 81
"escaped" - 42
"escapes" - 1
"escapeth" - 4
"escutcheons" - 1
"especially" - 45
"espousals" - 2
"espouse" - 4
"espoused" - 9
"essayed" - 1
"essentially" - 2
"est" - 3
"establish" - 34
"established" - 56
"establishes" - 1
"establisheth" - 2
"establishing" - 1
"establishment" - 8
"estate" - 9
"estates" - 1
"esteem" - 10
"esteemed" - 21
"esteemeth" - 2
"esteeming" - 2
"estimated" - 1
"estimation" - 10
"et" - 3
"etc" - 578
"eternal" - 72
"eternity" - 38
"eucharistic" - 4
"euge" - 1
"eunuch" - 29
"eunuchs" - 36
"evangelical" - 1
"evangelist" - 6
"evangelists" - 1
"evangelized" - 1
"evangelizing" - 1
"evaporate" - 1
"eve" - 4
"even" - 527
"evening" - 155
"event" - 11
"eventide" - 1
"events" - 2
"ever" - 590
"ever-lasting" - 1
"everlasting" - 162
"everlastingly" - 1
"evermore" - 18
"every" - 1239
"everybody" - 1
"everyone" - 3
"everything" - 2
"everywhere" - 3
"evidence" - 5
"evidences" - 1
"evident" - 17
"evidently" - 4
"evil" - 683
"evildoer" - 1
"evildoers" - 6
"evils" - 163
"ewe" - 8
"ewelambs" - 3
"ewes" - 7
"exact" - 10
"exacted" - 2
"exacter" - 3
"exacteth" - 1
"exaction" - 1
"exactness" - 1
"exalt" - 59
"exaltation" - 6
"exalted" - 113
"exalteth" - 10
"examination" - 5
"examine" - 14
"examined" - 7
"examining" - 4
"example" - 42
"examples" - 3
"exasperated" - 2
"exasperating" - 1
"exaudi" - 2
"exceed" - 7
"exceeded" - 5
"exceeding" - 127
"exceedingly" - 122
"exceeds" - 1
"excel" - 7
"excelled" - 4
"excellence" - 11
"excellency" - 3
"excellent" - 35
"excelleth" - 1
"excelling" - 2
"excels" - 1
"excelsa" - 3
"except" - 42
"excepted" - 1
"excepting" - 2
"exception" - 1
"excess" - 10
"excessive" - 5
"exchange" - 7
"exchanged" - 1
"exchequer" - 1
"excite" - 1
"excited" - 1
"exclude" - 7
"excluded" - 4
"excludes" - 2
"exclusion" - 1
"excommunicated" - 1
"excommunicates" - 1
"excrements" - 1
"excuse" - 5
"excused" - 6
"excuses" - 3
"excuseth" - 1
"execrable" - 4
"execration" - 4
"execute" - 44
"executed" - 24
"executeth" - 5
"executing" - 4
"execution" - 8
"executioner" - 1
"executioners" - 2
"exemplary" - 1
"exemplified" - 1
"exempt" - 5
"exempting" - 1
"exequies" - 1
"exercise" - 22
"exercised" - 21
"exercises" - 3
"exercising" - 2
"exert" - 1
"exerts" - 1
"exhalations" - 1
"exhaust" - 2
"exhibit" - 1
"exhibited" - 1
"exhort" - 15
"exhortation" - 44
"exhortations" - 4
"exhorted" - 20
"exhorteth" - 5
"exhorting" - 12
"exhorts" - 35
"exigencies" - 1
"exile" - 1
"exiled" - 1
"exiles" - 1
"exinanivit" - 1
"exist" - 1
"exists" - 1
"exitu" - 1
"exorcists" - 1
"expect" - 19
"expectation" - 19
"expectavi" - 1
"expected" - 5
"expecteth" - 2
"expecting" - 9
"expects" - 1
"expedient" - 15
"expedition" - 7
"expeditions" - 2
"expelled" - 1
"expend" - 1
"expended" - 1
"expense" - 1
"expenses" - 8
"experience" - 15
"experienced" - 3
"experiment" - 3
"experimentally" - 1
"expert" - 2
"expiate" - 9
"expiated" - 7
"expiating" - 1
"expiation" - 22
"expired" - 16
"explain" - 8
"explained" - 6
"explains" - 2
"explanation" - 2
"explanatory" - 1
"explicit" - 1
"exploits" - 3
"exporting" - 1
"expose" - 6
"exposed" - 15
"exposing" - 2
"exposition" - 1
"expostulate" - 1
"expostulated" - 1
"expostulates" - 4
"expound" - 8
"expounded" - 6
"express" - 12
"expressed" - 12
"expresses" - 3
"expressing" - 2
"expression" - 8
"expressions" - 4
"expressly" - 2
"expugnaverunt" - 1
"exquisite" - 1
"extant" - 3
"extend" - 3
"extended" - 7
"extent" - 3
"exterior" - 3
"extinct" - 3
"extinguish" - 4
"extinguished" - 4
"extinguisheth" - 2
"extirpate" - 3
"extirpated" - 3
"extirpating" - 1
"extol" - 8
"extolled" - 4
"extols" - 1
"extort" - 1
"extortion" - 1
"extortioner" - 2
"extortioners" - 3
"extortions" - 1
"extraction" - 2
"extraordinarily" - 1
"extraordinary" - 8
"extreme" - 1
"extremely" - 1
"extremities" - 5
"extremity" - 8
"exultemus" - 1
"eye" - 129
"eyebrows" - 1
"eyed" - 1
"eyelids" - 9
"eyes" - 586
"eyesalve" - 1
"eyewitnesses" - 2
"f" - 2
"faber" - 1
"fable" - 2
"fables" - 7
"fac" - 2
"face" - 616
"faces" - 64
"faceth" - 2
"facility" - 2
"facing" - 1
"fact" - 8
"faction" - 2
"factions" - 2
"facto" - 1
"factors" - 1
"facts" - 2
"faculties" - 1
"fade" - 3
"faded" - 4
"fadeth" - 3
"fading" - 3
"fail" - 47
"failed" - 32
"faileth" - 6
"failing" - 5
"fain" - 1
"faint" - 32
"fainted" - 19
"faintest" - 1
"fainteth" - 1
"fainthearted" - 5
"fainting" - 5
"fair" - 33
"fairer" - 3
"fairest" - 4
"fairs" - 3
"faith" - 383
"faithful" - 161
"faithfully" - 14
"faithfulness" - 4
"faithless" - 5
"fall" - 396
"fallacy" - 1
"fallen" - 108
"falleth" - 24
"falling" - 53
"fallow" - 2
"falls" - 5
"false" - 118
"falsehood" - 11
"falsely" - 17
"falsified" - 1
"fame" - 25
"familiar" - 3
"familiarity" - 3
"familiarly" - 3
"familiars" - 1
"families" - 171
"family" - 125
"famine" - 124
"famines" - 3
"famished" - 1
"famous" - 12
"fan" - 7
"fancies" - 1
"fancieth" - 1
"fanciful" - 1
"fanners" - 1
"far" - 254
"fare" - 5
"farewell" - 3
"farm" - 4
"farther" - 16
"farthest" - 3
"farthing" - 3
"farthings" - 1
"fashion" - 8
"fashioned" - 10
"fashioneth" - 4
"fashions" - 2
"fast" - 110
"fasted" - 18
"fasten" - 3
"fastened" - 18
"fastenest" - 1
"fastening" - 5
"fastest" - 1
"fasteth" - 2
"fasting" - 34
"fastings" - 5
"fasts" - 6
"fat" - 139
"father" - 921
"father  Neither" - 1
"father-in-law" - 20
"fatherless" - 44
"fathers" - 527
"fathoms" - 2
"fatigue" - 1
"fatigued" - 2
"fatlings" - 3
"fatness" - 10
"fats" - 1
"fatted" - 7
"fatten" - 1
"fatter" - 1
"fattest" - 1
"fault" - 32
"faultless" - 1
"faults" - 3
"faulty" - 1
"fauni" - 1
"fauns" - 4
"favour" - 90
"favourable" - 9
"favourably" - 2
"favoured" - 9
"favourer" - 1
"favoureth" - 1
"favourite" - 3
"favours" - 14
"fawn" - 2
"fawning" - 1
"fear" - 612
"feared" - 74
"fearest" - 4
"feareth" - 32
"fearful" - 15
"fearfully" - 1
"fearfulness" - 1
"fearing" - 29
"fears" - 6
"feasible" - 1
"feast" - 120
"feasted" - 4
"feasting" - 13
"feasts" - 28
"feathered" - 3
"feathers" - 6
"fed" - 41
"federal" - 2
"fee" - 8
"feeble" - 22
"feebleness" - 1
"feed" - 84
"feeder" - 1
"feedest" - 1
"feedeth" - 12
"feeding" - 15
"feeds" - 7
"feel" - 10
"fees" - 4
"feet" - 289
"feign" - 4
"feigned" - 2
"feignest" - 1
"feigneth" - 1
"feigning" - 2
"fell" - 262
"felling" - 1
"fellow" - 34
"fellow " - 1
"fellow-labourer" - 1
"fellow-servant" - 1
"fellows" - 2
"fellowship" - 16
"felt" - 7
"female" - 19
"females" - 2
"feminine" - 1
"fence" - 3
"fenced" - 30
"fences" - 1
"fencing" - 1
"fenny" - 2
"fertile" - 2
"fertility" - 2
"fervent" - 4
"fervor" - 1
"fervour" - 3
"festival" - 38
"festivals" - 13
"festivities" - 1
"festivity" - 2
"fetch" - 20
"fetched" - 7
"fetcheth" - 1
"fetching" - 1
"fettered" - 2
"fetters" - 17
"fever" - 9
"few" - 84
"fewer" - 8
"fewest" - 1
"fewness" - 3
"ficarii" - 1
"fidei" - 1
"fidelity" - 17
"field" - 228
"fields" - 61
"fierce" - 21
"fiercely" - 4
"fierceness" - 7
"fiercest" - 1
"fiery" - 15
"fifteen" - 24
"fifteenth" - 22
"fifth" - 70
"fifties" - 7
"fiftieth" - 9
"fifty" - 136
"fifty " - 1
"fifty-eight" - 1
"fifty-first" - 1
"fifty-five" - 3
"fifty-four" - 6
"fifty-nine" - 1
"fifty-one" - 1
"fifty-second" - 1
"fifty-seven" - 2
"fifty-six" - 4
"fifty-three" - 5
"fifty-two" - 7
"fig" - 44
"fight" - 222
"fighter" - 2
"fightest" - 1
"fighteth" - 5
"fighting" - 52
"fights" - 2
"figs" - 33
"figurative" - 4
"figuratively" - 6
"figure" - 65
"figured" - 2
"figures" - 17
"file" - 2
"files" - 2
"fill" - 74
"filled" - 280
"fillest" - 1
"fillet" - 5
"filleth" - 6
"filling" - 7
"filth" - 22
"filthiness" - 10
"filthy" - 19
"final" - 6
"finally" - 2
"financial" - 2
"find" - 252
"findest" - 1
"findeth" - 23
"finding" - 26
"finds" - 1
"fine" - 88
"finest" - 13
"finger" - 31
"fingers" - 19
"fining-pot" - 1
"finish" - 15
"finished" - 50
"finisher" - 1
"finishes" - 1
"finisheth" - 1
"finishing" - 6
"fins" - 6
"fir" - 16
"fire" - 643
"fire-tried" - 1
"fireballs" - 1
"firebrand" - 2
"firebrands" - 1
"fired" - 2
"firepans" - 3
"fires" - 3
"firm" - 40
"firmament" - 28
"firmly" - 5
"firmness" - 1
"first" - 533
"first-fruits" - 1
"firstborn" - 139
"firstfruit" - 1
"firstfruits" - 97
"firstling" - 4
"firstlings" - 5
"firstripe" - 2
"fish" - 37
"fishermen" - 3
"fishers" - 6
"fishes" - 48
"fishing" - 1
"fishpools" - 1
"fist" - 2
"fit" - 34
"fitches" - 1
"fitly" - 1
"fitted" - 6
"fitting" - 2
"five" - 342
"fix" - 5
"fixed" - 16
"flag" - 2
"flagitious" - 1
"flame" - 42
"flamed" - 1
"flames" - 13
"flaming" - 7
"flank" - 1
"flanks" - 5
"flash" - 1
"flashes" - 1
"flashing" - 1
"flat" - 16
"flatter" - 1
"flattered" - 1
"flatterers" - 2
"flattereth" - 1
"flattering" - 7
"flattery" - 4
"flax" - 12
"flay" - 1
"flayed" - 3
"flea" - 2
"fled" - 213
"flee" - 123
"fleece" - 9
"fleeces" - 1
"fleeing" - 26
"fleet" - 3
"fleeth" - 10
"fleets" - 1
"flesh" - 479
"fleshed" - 1
"fleshhook" - 2
"fleshhooks" - 9
"fleshly" - 3
"fleshpots" - 1
"flew" - 7
"flies" - 18
"flieth" - 5
"flight" - 50
"fling" - 2
"flingeth" - 1
"flint" - 6
"flints" - 1
"floats" - 2
"flock" - 101
"flocked" - 2
"flocking" - 2
"flocks" - 88
"flood" - 34
"flood-gates" - 5
"floodgates" - 2
"floods" - 10
"floor" - 27
"floored" - 1
"floors" - 3
"flour" - 68
"flourish" - 20
"flourished" - 9
